YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score,caption_interaction
QhxPBrxxaqc,00:02:50.212,00:02:51.129,The video clip shows a group of people dancing in a room. There is a man wearing a red hat who is dancing in the middle of the room. It appears to be a fun and lively atmosphere with everyone having a good time.,8.3359375,Yes
cVsyYbvH0TI,00:06:54.000,00:07:06.000,The video clip shows a woman wearing a headscarf and standing in front of an orange tree. She is making a funny face while looking at the camera.,8.3359375,No
aeLEXxVTIEQ,00:11:02.120,00:11:04.600,"The video clip shows a cartoon character dancing in a colorful bathroom. The character is wearing orange pants and a blue shirt, and he is dancing in front of a sink and a toilet.",8.3359375,No
qrOeGCJdZe4,00:00:54.972,00:00:56.723,The video clip shows a man singing into a microphone while surrounded by a group of people. It appears to be a performance of some kind.,8.3359375,Yes
8EJ3zbKTWQ8,00:03:17.489,00:03:18.156,The video clip shows a group of people dancing together in a room. They are having a good time and seem to be enjoying themselves. It appears to be a celebration of some sort.,8.3359375,Yes
CL_seL7LJuw,00:02:01.688,00:02:08.462,The video clip shows a cartoon character standing in front of some strawberries. The cartoon character is wearing a red shirt and appears to be looking at the strawberries.,8.3359375,No
7iypPuEt4jg,00:05:52.833,00:06:16.633,The video clip shows a person making a sandwich with peaches and jam. The person is using a knife to spread the jam on the bread and then putting the peaches on top. The sandwich looks delicious and appetizing.,8.3359375,No
oGL7Yzd-A7g,00:03:35.600,00:03:38.667,The video clip shows a man wearing a top hat and a suit standing in front of a table. He is holding a microphone and appears to be performing a magic trick.,8.3359375,No
REQYPjRh02E,00:00:10.400,00:00:12.360,"The video clip shows a collection of classic cars parked in a room with a checkered floor. The cars are of different colors and designs, and they are lined up in a row. The room appears to be a museum or a car showroom.",8.3359375,No
GbJO59nWQRU,00:01:32.159,00:01:33.193,"The video clip shows a group of people riding bicycles down a street. They seem to be having fun and enjoying the ride. There are also some kids riding scooters in the video. Overall, it appears to be a fun and leisurely activity.",8.3359375,Yes
59aQZP9jVIU,00:13:02.542,00:13:05.667,The video clip shows a portrait of an old man with a beard. It appears to be a pencil drawing of the man's face.,8.328125,No
qLCOT0IadZ4,00:06:29.689,00:06:35.829,"The video clip shows a man wearing a suit and a hat, standing in a room filled with hats. He is waving his hand and appears to be waving goodbye.",8.328125,Yes
E-qj4Q_mnfw,00:08:04.951,00:08:11.424,"The video clip shows a group of business people walking on a bridge in a city. They are dressed in suits and ties, and some of them are carrying briefcases. It seems like they are on their way to work or attending a business meeting.",8.328125,No
fltrTJBJcCI,00:00:16.160,00:00:19.200,The video clip shows a man wearing a hat and a jacket walking down the street while eating a sandwich. He is also wearing sunglasses and appears to be enjoying his meal.,8.328125,No
TulMjeExtgk,00:01:41.810,00:01:43.103,The video clip shows a man wearing a shirtless outfit and dancing in the dark. He is also wearing a baseball cap and appears to be performing on stage.,8.328125,No
oCdlZ_1aMMg,00:01:24.160,00:01:25.080,The video clip shows a group of people dressed in blue performing a dance routine in a street. They are dressed in matching blue outfits and seem to be having a lot of fun while dancing.,8.328125,Yes
YpIXS_gUIlY,00:00:43.577,00:00:44.611,The video clip shows a woman wearing a hat and standing in front of a table. There are also mannequins with hats on display in the background. The woman seems to be selling the hats.,8.328125,No
2EdGFwH6u5c,00:00:51.351,00:00:54.521,The video clip shows a cartoon depiction of Jesus and his disciples walking together in a group. It appears to be a religious scene.,8.328125,Yes
xRAiyKWp57Q,00:03:34.400,00:03:35.040,"The video clip shows a group of colorful Easter eggs arranged on a table. The eggs are decorated with various patterns and colors, making them look attractive and eye-catching.",8.328125,No
M6ydKqhVi6w,00:00:19.600,00:00:20.600,"The video clip shows a group of musicians dressed in costumes performing in a parade. They are playing various musical instruments, including the saxophone, trumpet, and trombone. It appears to be a lively and joyful event.",8.328125,Yes
OJK66M4ou0w,00:01:48.640,00:01:50.800,"The video clip shows a collection of dolls displayed on a wooden table. There are various types of dolls in different colors and sizes, and they are arranged neatly on the table.",8.328125,No
hX-1k_7oDzg,00:03:01.680,00:03:03.520,The video clip shows a man wearing a white hat and glasses singing into a microphone. He is accompanied by a group of musicians who are playing instruments. It appears to be a musical performance.,8.328125,Yes
9E-DdiPIZ-8,00:05:10.977,00:05:12.846,The video clip shows a grandmother and her granddaughter sitting together on a bench. They appear to be enjoying each other's company and having a good time. The grandmother is wearing a hat and the granddaughter is wearing a pink hat. They are both smiling and appear to be happy.,8.328125,Yes
aO-upuwTC5s,00:01:40.800,00:01:42.720,The video clip shows a group of children playing a game of soccer on a field. They appear to be having fun and enjoying themselves while playing the game.,8.328125,Yes
n6KiecMZzUY,00:00:49.182,00:00:56.423,The video clip shows a cartoon depicting the story of Jesus and his disciples. It appears to be a religious-themed animation.,8.328125,No
rNZZuhvFaog,00:02:01.321,00:02:04.958,The video clip shows a man wearing a suit and tie dancing on a beach. He is having a great time and seems to be enjoying himself.,8.328125,No
57V1cDjfvJs,00:06:11.371,00:06:15.709,The video clip shows a man wearing a hat and jacket standing in the middle of a city street. He is making hand gestures and talking to the camera. It seems like he is trying to communicate something to the viewer.,8.328125,Yes
6x2AxJy19ik,00:00:59.192,00:01:05.966,The video clip shows a group of people dancing in a room. They appear to be having a good time and enjoying themselves. It appears to be a fun and lively atmosphere.,8.328125,Yes
9QWOc0HnItM,00:02:12.299,00:02:33.153,"The video clip shows a group of musicians playing instruments in a dimly lit room. One of the musicians is wearing a red hat and is playing a guitar. The other musicians are also playing their respective instruments, creating a lively atmosphere in the room.",8.328125,Yes
GLnVeQ_7-rg,00:00:18.936,00:00:20.771,The video clip shows a man sitting at a table with a large amount of food in front of him. He appears to be enjoying his meal and seems to be having a good time.,8.328125,No
ZCWfNqbNiZo,00:02:55.080,00:02:55.880,The video clip shows a group of people dressed in green performing a dance routine in a warehouse. They are wearing matching green outfits and seem to be having a lot of fun while dancing together.,8.328125,Yes
KzmKqKwHWuk,00:02:56.967,00:02:57.467,The video clip shows a group of people dancing in a room filled with neon lights. The dancers appear to be having a good time as they move to the beat of the music.,8.328125,Yes
Lk327rDCx1s,00:06:19.179,00:06:26.419,The video clip shows a group of people sitting in the desert and talking to each other. One of the men in the group is wearing a red hat. They seem to be enjoying their time in the desert.,8.328125,Yes
6fjYPVh3bSk,00:01:57.409,00:01:58.076,The video clip shows a group of people dressed in red outfits performing a dance routine in a warehouse. The dancers are wearing matching red outfits and appear to be having a lot of fun. The background of the video is a warehouse with bicycles visible in the background.,8.328125,Yes
WSkEijsD9Hc,00:03:58.196,00:04:01.116,The video clip shows a group of people dressed in colorful costumes performing on a stage. They are dressed as skeletons and seem to be having a lot of fun while dancing. It appears to be a Halloween-themed performance.,8.328125,Yes
0rLhJZTHYo4,00:03:43.890,00:03:46.560,The video clip shows a group of men dancing together in a room. They are dressed in vintage clothing and seem to be having a good time. It appears to be an old-fashioned dance performance.,8.328125,Yes
5h0A1nvgRMY,00:04:01.760,00:04:02.680,The video clip shows a group of people dressed in banana costumes having fun together. They are making various hand gestures and posing for the camera. It appears to be a group of friends enjoying each other's company and having a good time.,8.328125,Yes
V7LScFrZsKU,00:01:50.162,00:01:58.654,"The video clip shows a man wearing a suit and a hat, and he is holding a cigarette. It appears to be a scene from a movie or a TV show.",8.328125,No
i_G252P8Uxw,00:12:39.080,00:12:44.440,"The video clip shows a woman preparing a meal in her kitchen. She is cutting up various fruits and vegetables and putting them into a blender to make a smoothie. The kitchen is filled with a variety of fruits and vegetables, including oranges, bananas, and apples.",8.328125,No
RYnFIRc0k6E,00:01:05.566,00:01:06.191,The video clip shows a man driving a car while talking on the phone. He is wearing a red cap and appears to be enjoying his time behind the wheel.,8.328125,No
dbVHHdieZjs,00:07:26.960,00:07:30.200,The video clip shows a group of children dressed in traditional costumes standing in a line in a church. They appear to be preparing for a religious ceremony.,8.328125,No
XXoczBQXyMc,00:08:04.640,00:08:08.880,The video clip shows a man sitting in a chair next to a body of water. He is wearing a red shirt and appears to be fishing.,8.328125,No
hbmJDwqqt3g,00:01:28.956,00:01:30.691,The video clip shows a cute little girl dressed in a red dress and holding a rainbow in her hand. She is standing in a field surrounded by flowers and a rainbow in the background.,8.328125,No
XVE9U1hxeh4,00:02:54.920,00:02:55.880,The video clip shows a group of people dancing together in a gym. They appear to be having fun and enjoying themselves as they move to the beat of the music. The dancers are dressed in colorful outfits and seem to be having a great time.,8.328125,Yes
H8Wgwp3Nhgo,00:00:51.080,00:00:52.280,The video clip shows a group of people standing in a parking lot. They are all wearing hoodies and some of them are holding skateboards. It seems like they are waiting for something or someone.,8.328125,No
